sample_id,mfcc_variance,spectral_centroid_shift,spectral_rolloff_anomaly,zero_crossing_rate_std,pitch_jitter_score,harmonic_to_noise_ratio,frequency_consistency,noise_pattern,ai_artifact_detected,is_synthetic,synthetic_confidence,trust_score,risk_level,verdict
AUD-20493,49.684,0.9721,0.7151,0.0253,0.0674,31.99,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.9452,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20494,42.501,0.1717,0.2304,0.0941,0.5296,16.92,Natural,Organic,No,0,0.0165,98,LOW,Authentic Voice Content
AUD-20495,58.723,0.2155,0.2552,0.0884,0.3678,21.55,Natural,Organic,No,0,0.0342,97,LOW,Authentic Voice Content
AUD-20496,35.572,0.5706,0.832,0.03,0.1571,27.5,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.7657,12,HIGH,Synthetic Voice / Deepfake Audio
AUD-20497,111.689,0.3228,0.2207,0.095,0.3511,11.23,Natural,Organic,No,0,0.1508,87,LOW,Authentic Voice Content
AUD-20498,81.828,0.2775,0.3332,0.1141,0.2431,21.04,Natural,Organic,No,0,0.0372,95,LOW,Authentic Voice Content
AUD-20499,84.411,0.2152,0.1761,0.0798,0.4222,16.89,Natural,Organic,No,0,0.2405,76,LOW,Authentic Voice Content
AUD-20500,39.61,0.7226,0.4791,0.0208,0.1435,24.78,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.8775,16,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20501,37.561,0.8858,0.7835,0.0127,0.1308,27.0,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8857,19,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20502,15.246,0.5357,0.6296,0.0319,0.1388,31.13,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.9853,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20503,85.748,0.318,0.1218,0.0841,0.5398,16.86,Natural,Organic,No,0,0.0834,83,LOW,Authentic Voice Content
AUD-20504,88.706,0.2384,0.2785,0.0942,0.6685,18.74,Natural,Organic,No,0,0.0193,97,LOW,Authentic Voice Content
AUD-20505,37.133,0.6812,0.5463,0.0286,0.1174,28.82,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20506,72.964,0.277,0.2298,0.0633,0.6378,17.77,Natural,Organic,No,0,0.0481,97,LOW,Authentic Voice Content
AUD-20507,49.111,0.599,0.6349,0.0272,0.2128,24.29,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.7427,34,HIGH,Synthetic Voice / Deepfake Audio
AUD-20508,73.124,0.2781,0.1085,0.0846,0.5158,16.11,Natural,Organic,No,0,0.1303,83,LOW,Authentic Voice Content
AUD-20509,44.486,0.7274,0.7261,0.0307,0.1093,32.99,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.8331,10,HIGH,Synthetic Voice / Deepfake Audio
AUD-20510,116.069,0.1922,0.0608,0.0882,0.546,18.64,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20511,71.243,0.3484,0.1226,0.0871,0.3906,13.21,Natural,Organic,No,0,0.0424,96,LOW,Authentic Voice Content
AUD-20512,70.301,0.2233,0.2431,0.0964,0.517,19.73,Natural,Organic,No,0,0.077,94,LOW,Authentic Voice Content
AUD-20513,42.196,0.6191,0.6894,0.03,0.1426,22.53,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.9792,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20514,40.611,0.5616,0.5655,0.0122,0.1157,30.14,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.7276,29,HIGH,Synthetic Voice / Deepfake Audio
AUD-20515,110.749,0.1169,0.2344,0.0638,0.3386,18.57,Natural,Organic,No,0,0.0896,89,LOW,Authentic Voice Content
AUD-20516,33.144,0.5662,0.7073,0.0343,0.1214,31.89,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.7794,18,HIGH,Synthetic Voice / Deepfake Audio
AUD-20517,44.579,0.6816,0.7475,0.033,0.1777,30.41,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.9156,6,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20518,76.384,0.2626,0.1665,0.0719,0.2802,19.86,Natural,Organic,No,0,0.0327,91,LOW,Authentic Voice Content
AUD-20519,88.222,0.2059,0.219,0.0965,0.4124,18.49,Natural,Organic,No,0,0.0329,97,LOW,Authentic Voice Content
AUD-20520,37.017,0.7835,0.5955,0.018,0.1174,37.2,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.6851,26,HIGH,Synthetic Voice / Deepfake Audio
AUD-20521,79.923,0.1692,0.0961,0.0955,0.333,14.94,Natural,Organic,No,0,0.0181,95,LOW,Authentic Voice Content
AUD-20522,22.167,0.6391,0.8138,0.0272,0.1315,25.04,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8848,10,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20523,37.168,0.5437,0.4923,0.023,0.1394,32.12,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8363,16,HIGH,Synthetic Voice / Deepfake Audio
AUD-20524,43.82,0.8598,0.696,0.0406,0.0819,28.97,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.8341,23,HIGH,Synthetic Voice / Deepfake Audio
AUD-20525,89.825,0.2427,0.1673,0.0902,0.5334,9.86,Natural,Organic,No,0,0.0261,95,LOW,Authentic Voice Content
AUD-20526,34.261,0.9776,0.7805,0.022,0.1753,24.57,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.833,14,HIGH,Synthetic Voice / Deepfake Audio
AUD-20527,25.728,0.6944,0.8851,0.0294,0.1297,23.56,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.8783,11,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20528,60.593,0.3023,0.1618,0.1063,0.7723,19.19,Natural,Organic,No,0,0.0611,88,LOW,Authentic Voice Content
AUD-20529,96.371,0.195,0.1544,0.0776,0.3911,16.16,Natural,Organic,No,0,0.0813,87,LOW,Authentic Voice Content
AUD-20530,42.579,0.6944,0.5916,0.0251,0.1556,22.78,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.7761,21,HIGH,Synthetic Voice / Deepfake Audio
AUD-20531,37.467,0.5659,0.7345,0.0143,0.059,26.84,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20532,71.498,0.2271,0.1122,0.0911,0.6753,17.39,Natural,Organic,No,0,0.1648,83,LOW,Authentic Voice Content
AUD-20533,39.125,0.9205,0.8671,0.0149,0.1482,27.66,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.8869,11,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20534,64.872,0.705,0.7767,0.026,0.1258,34.36,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.8443,15,HIGH,Synthetic Voice / Deepfake Audio
AUD-20535,48.987,0.2945,0.6335,0.0356,0.0802,28.97,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.931,5,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20536,57.867,0.8653,0.824,0.0305,0.0974,36.05,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.8753,15,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20537,80.787,0.1485,0.1608,0.0943,0.5068,13.18,Natural,Organic,No,0,0.0977,88,LOW,Authentic Voice Content
AUD-20538,95.767,0.2562,0.1912,0.1051,0.3711,14.47,Natural,Organic,No,0,0.0527,96,LOW,Authentic Voice Content
AUD-20539,94.293,0.3332,0.2945,0.0988,0.5217,14.34,Natural,Organic,No,0,0.01,96,LOW,Authentic Voice Content
AUD-20540,50.1,0.8375,0.5974,0.0192,0.098,23.2,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.89,8,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20541,26.323,0.9728,0.7701,0.0192,0.108,29.83,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.9023,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20542,53.594,0.5157,0.792,0.0242,0.1025,28.3,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20543,118.933,0.3016,0.2099,0.0705,0.3418,15.02,Natural,Organic,No,0,0.0449,94,LOW,Authentic Voice Content
AUD-20544,86.282,0.1007,0.2144,0.0766,0.3178,14.66,Natural,Organic,No,0,0.0109,99,LOW,Authentic Voice Content
AUD-20545,47.729,0.761,0.6211,0.0313,0.0732,24.36,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20546,38.355,0.786,0.8193,0.0289,0.0671,26.95,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.8408,11,HIGH,Synthetic Voice / Deepfake Audio
AUD-20547,104.383,0.2307,0.229,0.1007,0.5182,16.94,Natural,Organic,No,0,0.1231,89,LOW,Authentic Voice Content
AUD-20548,51.064,0.8601,0.5078,0.0244,0.0632,32.1,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.8798,12,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20549,91.304,0.1779,0.0771,0.1024,0.6834,16.31,Natural,Organic,No,0,0.0749,89,LOW,Authentic Voice Content
AUD-20550,58.952,0.5347,0.7222,0.0197,0.0875,24.38,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.8048,18,HIGH,Synthetic Voice / Deepfake Audio
AUD-20551,74.875,0.2192,0.1314,0.1047,0.56,14.2,Natural,Organic,No,0,0.0619,95,LOW,Authentic Voice Content
AUD-20552,53.511,0.7351,0.6581,0.0142,0.1159,28.34,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.8632,14,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20553,71.619,0.2146,0.2647,0.0838,0.3906,16.69,Natural,Organic,No,0,0.055,92,LOW,Authentic Voice Content
AUD-20554,73.692,0.1922,0.1134,0.1088,0.3329,22.88,Natural,Organic,No,0,0.0645,90,LOW,Authentic Voice Content
AUD-20555,126.402,0.3077,0.1159,0.0877,0.4763,15.72,Natural,Organic,No,0,0.1245,89,LOW,Authentic Voice Content
AUD-20556,64.898,0.0845,0.1409,0.1127,0.4581,7.38,Natural,Organic,No,0,0.0995,86,LOW,Authentic Voice Content
AUD-20557,77.563,0.2146,0.2019,0.0802,0.4504,20.28,Natural,Organic,No,0,0.028,96,LOW,Authentic Voice Content
AUD-20558,27.522,0.7732,0.6504,0.025,0.1057,26.0,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.8211,18,HIGH,Synthetic Voice / Deepfake Audio
AUD-20559,87.588,0.3195,0.1713,0.0603,0.5241,20.07,Natural,Organic,No,0,0.075,92,LOW,Authentic Voice Content
AUD-20560,55.108,0.4358,0.599,0.0343,0.0872,23.19,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.8389,14,HIGH,Synthetic Voice / Deepfake Audio
AUD-20561,75.109,0.1983,0.1721,0.1121,0.5525,12.18,Natural,Organic,No,0,0.0572,96,LOW,Authentic Voice Content
AUD-20562,48.996,0.4614,0.6611,0.017,0.1294,31.93,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.8969,13,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20563,50.783,0.5898,0.7439,0.0212,0.1394,24.63,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.94,8,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20564,53.491,0.5267,0.8867,0.0262,0.1494,28.88,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8761,15,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20565,56.675,0.8712,0.7971,0.0227,0.1477,32.64,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20566,103.182,0.3142,0.0789,0.0625,0.5178,10.54,Natural,Organic,No,0,0.0952,94,LOW,Authentic Voice Content
AUD-20567,32.172,0.682,0.5478,0.022,0.1139,23.38,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.856,15,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20568,40.83,0.6476,0.9306,0.0217,0.1416,30.55,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.99,7,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20569,15.298,0.6557,0.7356,0.0246,0.119,25.79,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8074,14,HIGH,Synthetic Voice / Deepfake Audio
AUD-20570,37.91,0.7697,0.7343,0.0197,0.1657,16.43,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.9263,15,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20571,67.583,0.2022,0.1834,0.0564,0.507,17.92,Natural,Organic,No,0,0.0912,94,LOW,Authentic Voice Content
AUD-20572,85.831,0.2971,0.1735,0.0968,0.5172,17.76,Natural,Organic,No,0,0.1037,85,LOW,Authentic Voice Content
AUD-20573,48.032,0.5909,0.4478,0.0451,0.1233,26.65,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.9082,8,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20574,47.788,0.8112,0.6054,0.0265,0.0667,34.04,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.9363,12,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20575,36.015,0.4882,0.815,0.016,0.0896,26.26,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.8483,16,HIGH,Synthetic Voice / Deepfake Audio
AUD-20576,87.996,0.1741,0.2025,0.0593,0.5394,20.18,Natural,Organic,No,0,0.18,85,LOW,Authentic Voice Content
AUD-20577,53.538,0.6417,0.8495,0.014,0.1816,31.18,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20578,35.803,0.5789,0.7129,0.0301,0.1183,30.43,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.9177,15,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20579,33.765,0.5441,0.5505,0.0297,0.0965,21.62,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.9729,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20580,54.987,0.1669,0.2542,0.0712,0.192,15.6,Natural,Organic,No,0,0.0602,93,LOW,Authentic Voice Content
AUD-20581,40.488,0.8147,0.767,0.025,0.1911,29.03,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20582,37.603,0.8321,0.6733,0.0276,0.1432,28.68,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.9245,13,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20583,69.175,0.1964,0.3312,0.0937,0.5424,14.96,Natural,Organic,No,0,0.01,99,LOW,Authentic Voice Content
AUD-20584,93.982,0.2328,0.2158,0.0908,0.3545,15.12,Natural,Organic,No,0,0.0304,95,LOW,Authentic Voice Content
AUD-20585,41.529,0.6755,0.6815,0.0256,0.1966,30.48,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20586,29.88,0.8301,0.6536,0.0168,0.1475,27.53,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.8091,17,HIGH,Synthetic Voice / Deepfake Audio
AUD-20587,79.548,0.2019,0.1235,0.0831,0.2911,13.85,Natural,Organic,No,0,0.0415,93,LOW,Authentic Voice Content
AUD-20588,99.681,0.2013,0.2465,0.0779,0.5034,18.02,Natural,Organic,No,0,0.1053,85,LOW,Authentic Voice Content
AUD-20589,120.844,0.3571,0.0881,0.0546,0.3033,18.2,Natural,Organic,No,0,0.0568,95,LOW,Authentic Voice Content
AUD-20590,84.865,0.2707,0.149,0.0784,0.4005,11.41,Natural,Organic,No,0,0.0628,97,LOW,Authentic Voice Content
AUD-20591,92.223,0.2038,0.1615,0.0884,0.6477,26.7,Natural,Organic,No,0,0.1174,87,LOW,Authentic Voice Content
AUD-20592,88.48,0.3191,0.0712,0.0705,0.6169,15.97,Natural,Organic,No,0,0.025,98,LOW,Authentic Voice Content
AUD-20593,104.985,0.1882,0.2181,0.0654,0.4968,20.0,Natural,Organic,No,0,0.109,90,LOW,Authentic Voice Content
AUD-20594,54.373,0.7936,0.6473,0.0321,0.037,30.16,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20595,36.482,0.4883,0.9778,0.0215,0.1034,30.52,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.8168,30,HIGH,Synthetic Voice / Deepfake Audio
AUD-20596,117.268,0.1416,0.1448,0.1134,0.5874,14.87,Natural,Organic,No,0,0.1069,89,LOW,Authentic Voice Content
AUD-20597,85.843,0.215,0.127,0.0534,0.5643,15.52,Natural,Organic,No,0,0.01,94,LOW,Authentic Voice Content
AUD-20598,75.583,0.2522,0.0774,0.0613,0.422,13.72,Natural,Organic,No,0,0.0694,95,LOW,Authentic Voice Content
AUD-20599,41.183,0.4749,0.6092,0.0173,0.1045,17.21,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.923,6,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20600,54.856,0.454,0.2318,0.1069,0.5862,17.01,Natural,Organic,No,0,0.0371,94,LOW,Authentic Voice Content
AUD-20601,84.776,0.2291,0.1215,0.0851,0.5711,15.56,Natural,Organic,No,0,0.0538,99,LOW,Authentic Voice Content
AUD-20602,50.726,0.7771,0.7544,0.0229,0.1573,26.76,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8897,16,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20603,64.324,0.2718,0.3027,0.065,0.4461,22.36,Natural,Organic,No,0,0.143,80,LOW,Authentic Voice Content
AUD-20604,33.861,0.7748,0.8761,0.0134,0.0993,32.34,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.9387,8,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20605,39.716,0.6957,0.7099,0.0296,0.0985,31.8,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.8735,7,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20606,36.281,0.4699,0.6712,0.0286,0.0619,30.14,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.9589,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20607,35.905,0.9652,0.8834,0.0254,0.1907,26.0,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.9819,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20608,4.7,0.6461,0.7434,0.0229,0.1357,20.64,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.809,23,HIGH,Synthetic Voice / Deepfake Audio
AUD-20609,97.679,0.3558,0.1058,0.0704,0.5696,19.31,Natural,Organic,No,0,0.081,93,LOW,Authentic Voice Content
AUD-20610,99.097,0.2471,0.2359,0.08,0.404,16.87,Natural,Organic,No,0,0.01,94,LOW,Authentic Voice Content
AUD-20611,96.446,0.121,0.1829,0.0819,0.4051,20.54,Natural,Organic,No,0,0.0363,97,LOW,Authentic Voice Content
AUD-20612,78.777,0.1374,0.0913,0.0521,0.5955,14.61,Natural,Organic,No,0,0.0575,89,LOW,Authentic Voice Content
AUD-20613,51.814,0.2512,0.1949,0.0942,0.2965,11.37,Natural,Organic,No,0,0.1462,81,LOW,Authentic Voice Content
AUD-20614,20.677,0.5136,0.6207,0.0224,0.162,25.84,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8147,24,HIGH,Synthetic Voice / Deepfake Audio
AUD-20615,31.529,0.6653,0.8935,0.0159,0.0717,28.11,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.9517,8,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20616,86.02,0.3444,0.1462,0.0913,0.4576,18.28,Natural,Organic,No,0,0.01,95,LOW,Authentic Voice Content
AUD-20617,85.362,0.2885,0.152,0.086,0.5828,15.71,Natural,Organic,No,0,0.01,96,LOW,Authentic Voice Content
AUD-20618,49.759,0.8777,0.706,0.0266,0.1147,33.16,Anomalous Harmonic,Synthetic Floor,Yes (Neural Vocoder),1,0.6597,33,HIGH,Synthetic Voice / Deepfake Audio
AUD-20619,60.952,0.2802,0.1277,0.0576,0.4077,20.39,Natural,Organic,No,0,0.1381,86,LOW,Authentic Voice Content
AUD-20620,65.643,0.101,0.2974,0.0706,0.3966,13.64,Natural,Organic,No,0,0.085,91,LOW,Authentic Voice Content
AUD-20621,56.229,0.9527,0.8375,0.0309,0.0952,24.79,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.7923,34,HIGH,Synthetic Voice / Deepfake Audio
AUD-20622,81.435,0.0925,0.2275,0.0964,0.5293,22.06,Natural,Organic,No,0,0.0232,96,LOW,Authentic Voice Content
AUD-20623,23.501,0.6012,0.6775,0.0277,0.0724,32.37,Vocoder Residual,Synthetic Floor,Yes (Neural Vocoder),1,0.9136,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20624,86.174,0.2541,0.2711,0.1124,0.5286,19.51,Natural,Organic,No,0,0.1064,87,LOW,Authentic Voice Content
AUD-20625,72.232,0.2853,0.1516,0.0716,0.4596,11.84,Natural,Organic,No,0,0.01,97,LOW,Authentic Voice Content
AUD-20626,84.684,0.2405,0.1548,0.1175,0.4691,21.12,Natural,Organic,No,0,0.0247,95,LOW,Authentic Voice Content
AUD-20627,86.43,0.3543,0.229,0.0835,0.5371,17.25,Natural,Organic,No,0,0.0427,89,LOW,Authentic Voice Content
AUD-20628,36.982,0.666,0.5228,0.0313,0.113,32.92,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8823,16,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20629,49.024,0.6769,0.7383,0.0235,0.1575,38.09,Synthetic Phase,Digital Void,Yes (Neural Vocoder),1,0.9266,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20630,36.506,0.6661,0.9137,0.0303,0.1993,26.99,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.8944,11,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20631,78.75,0.2377,0.1022,0.0248,0.4485,14.61,Natural,Organic,No,0,0.0965,84,LOW,Authentic Voice Content
AUD-20632,71.665,0.1595,0.1699,0.0905,0.4798,16.19,Natural,Organic,No,0,0.0916,84,LOW,Authentic Voice Content
AUD-20633,54.313,0.3148,0.1598,0.0774,0.3652,15.6,Natural,Organic,No,0,0.0403,94,LOW,Authentic Voice Content
AUD-20634,102.73,0.0584,0.1372,0.0793,0.5405,9.48,Natural,Organic,No,0,0.0586,96,LOW,Authentic Voice Content
AUD-20635,37.303,0.7243,0.7871,0.0177,0.1384,29.8,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.7875,15,HIGH,Synthetic Voice / Deepfake Audio
AUD-20636,108.533,0.226,0.2118,0.0405,0.4851,17.89,Natural,Organic,No,0,0.0168,95,LOW,Authentic Voice Content
AUD-20637,34.984,0.8188,0.4244,0.0241,0.1489,29.02,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.99,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20638,50.521,0.5604,0.6235,0.0162,0.1799,32.33,Anomalous Harmonic,Artificial Dither,Yes (Neural Vocoder),1,0.8756,14,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20639,77.803,0.2194,0.0572,0.0852,0.407,17.92,Natural,Organic,No,0,0.1334,82,LOW,Authentic Voice Content
AUD-20640,83.942,0.344,0.2003,0.0558,0.747,19.7,Natural,Organic,No,0,0.055,96,LOW,Authentic Voice Content
AUD-20641,88.713,0.0151,0.193,0.1012,0.3492,8.3,Natural,Organic,No,0,0.1277,87,LOW,Authentic Voice Content
AUD-20642,49.406,0.2414,0.1941,0.0935,0.5511,15.09,Natural,Organic,No,0,0.0189,99,LOW,Authentic Voice Content
AUD-20643,62.029,0.0994,0.2761,0.1029,0.3443,11.98,Natural,Organic,No,0,0.0774,92,LOW,Authentic Voice Content
AUD-20644,98.374,0.0818,0.2928,0.094,0.4302,16.64,Natural,Organic,No,0,0.0815,91,LOW,Authentic Voice Content
AUD-20645,50.677,0.2992,0.713,0.0364,0.0826,23.28,Synthetic Phase,Artificial Dither,Yes (Neural Vocoder),1,0.8491,14,HIGH,Synthetic Voice / Deepfake Audio
AUD-20646,52.897,0.0861,0.1127,0.1152,0.4325,11.07,Natural,Organic,No,0,0.0259,97,LOW,Authentic Voice Content
AUD-20647,39.343,0.7685,0.5051,0.0272,0.1345,33.72,Vocoder Residual,Artificial Dither,Yes (Neural Vocoder),1,0.9233,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20648,88.657,0.1374,0.1803,0.0591,0.4884,13.86,Natural,Organic,No,0,0.1578,80,LOW,Authentic Voice Content
AUD-20649,105.707,0.0695,0.1424,0.0791,0.6361,19.23,Natural,Organic,No,0,0.1342,86,LOW,Authentic Voice Content
AUD-20650,89.119,0.2109,0.1165,0.0644,0.468,18.27,Natural,Organic,No,0,0.1295,88,LOW,Authentic Voice Content
AUD-20651,41.671,0.4084,0.6267,0.0359,0.0862,37.72,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.9412,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20652,125.542,0.2175,0.2307,0.0531,0.6339,23.17,Natural,Organic,No,0,0.0903,95,LOW,Authentic Voice Content
AUD-20653,34.284,0.9781,0.5061,0.016,0.1334,28.55,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.7879,21,HIGH,Synthetic Voice / Deepfake Audio
AUD-20654,62.533,0.1135,0.1795,0.0904,0.365,21.1,Natural,Organic,No,0,0.0968,90,LOW,Authentic Voice Content
AUD-20655,64.593,0.2265,0.1436,0.0765,0.3365,13.79,Natural,Organic,No,0,0.0735,96,LOW,Authentic Voice Content
AUD-20656,51.862,0.956,0.6728,0.0458,0.1223,31.47,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.857,8,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20657,25.755,0.5818,0.7994,0.02,0.1362,27.69,Anomalous Harmonic,Digital Void,Yes (Neural Vocoder),1,0.94,6,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20658,26.893,0.7713,0.6777,0.0294,0.1763,35.5,Synthetic Phase,Synthetic Floor,Yes (Neural Vocoder),1,0.9624,4,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20659,48.139,0.6015,0.6425,0.0247,0.1292,29.29,Vocoder Residual,Digital Void,Yes (Neural Vocoder),1,0.8953,9,CRITICAL,Synthetic Voice / Deepfake Audio
AUD-20660,81.176,0.3085,0.155,0.0949,0.3561,9.29,Natural,Organic,No,0,0.1739,91,LOW,Authentic Voice Content
AUD-20661,69.418,0.176,0.164,0.0998,0.446,18.28,Natural,Organic,No,0,0.0268,99,LOW,Authentic Voice Content
