sample_id,media_type,edge_blending_score,facial_symmetry_deviation,lighting_inconsistency,ela_difference_mean,fft_high_freq_ratio,noise_pattern_residual,color_space_variance,temporal_jitter,blink_rate_anomaly,is_synthetic,synthetic_confidence,trust_score,risk_level,verdict
MED-10568,Video,0.1365,0.8119,0.5875,36.314,0.2025,0.6063,0.6502,0.6706,0.9749,1,0.697,29,CRITICAL,Deepfake Detected
MED-10569,Image,0.921,0.1811,0.2414,5.306,0.5393,0.0672,0.2409,0.0,0.0,0,0.0387,99,LOW,Authentic Content
MED-10570,Image,0.6374,0.1093,0.0,8.335,0.6146,0.2808,0.166,0.0,0.0,0,0.0401,97,LOW,Authentic Content
MED-10571,Image,0.1395,0.8542,0.6589,53.659,0.0469,0.3902,0.7335,0.0,0.0,1,0.8507,19,CRITICAL,Deepfake Detected
MED-10572,Image,0.3622,0.7824,0.8525,45.749,0.1472,0.6387,0.5909,0.0,0.0,1,0.8608,18,CRITICAL,Deepfake Detected
MED-10573,Image,0.1381,0.4855,0.7155,29.346,0.1404,0.5743,0.4946,0.0,0.0,1,0.99,8,HIGH,Deepfake Detected
MED-10574,Video,0.188,0.604,0.7536,56.326,0.0162,0.6147,0.4201,0.3226,0.845,1,0.9045,11,HIGH,Deepfake Detected
MED-10575,Image,0.1779,0.8143,0.7114,21.838,0.1086,0.1513,0.5862,0.0,0.0,1,0.9804,5,CRITICAL,Deepfake Detected
MED-10576,Video,0.4646,0.7119,0.7186,36.414,0.2871,0.5372,0.418,0.6236,0.64,1,0.99,5,CRITICAL,Deepfake Detected
MED-10577,Image,0.2142,1.0,0.8415,42.599,0.2115,0.7146,0.4967,0.0,0.0,1,0.6748,29,HIGH,Deepfake Detected
MED-10578,Image,0.4622,0.4585,0.8681,32.114,0.1489,0.4702,0.6254,0.0,0.0,1,0.99,5,HIGH,Deepfake Detected
MED-10579,Image,0.8966,0.2974,0.19,6.072,0.4763,0.0052,0.2496,0.0,0.0,0,0.2,76,LOW,Authentic Content
MED-10580,Video,0.4313,0.7974,0.7725,15.204,0.0594,0.7234,0.7561,0.6431,0.6113,1,0.6661,29,HIGH,Deepfake Detected
MED-10581,Image,0.3405,0.6518,0.8377,28.596,0.1406,0.3284,0.4211,0.0,0.0,1,0.99,9,CRITICAL,Deepfake Detected
MED-10582,Image,0.1304,0.7982,0.7846,47.457,0.1708,0.9319,0.7268,0.0,0.0,1,0.8023,23,HIGH,Deepfake Detected
MED-10583,Video,0.2616,1.0,0.5338,14.621,0.2066,0.5898,0.6179,0.7251,0.8926,1,0.6993,27,CRITICAL,Deepfake Detected
MED-10584,Image,0.1199,0.7725,0.5639,36.254,0.244,0.7443,0.4411,0.0,0.0,1,0.8874,14,CRITICAL,Deepfake Detected
MED-10585,Video,0.2447,0.6524,0.6912,22.126,0.1057,0.7795,0.6077,0.6383,0.746,1,0.8593,20,HIGH,Deepfake Detected
MED-10586,Image,0.0969,0.6699,0.7972,48.236,0.246,0.7292,0.3863,0.0,0.0,1,0.8439,20,CRITICAL,Deepfake Detected
MED-10587,Image,0.6298,0.2582,0.0,15.382,0.3153,0.0824,0.1967,0.0,0.0,0,0.0712,96,LOW,Authentic Content
MED-10588,Image,0.1382,0.5975,0.6486,41.947,0.2555,0.5543,0.4757,0.0,0.0,1,0.9113,8,HIGH,Deepfake Detected
MED-10589,Image,0.3408,0.8022,0.5901,41.073,0.1662,0.9319,0.5594,0.0,0.0,1,0.7355,24,CRITICAL,Deepfake Detected
MED-10590,Video,0.8856,0.0871,0.2099,2.056,0.5745,0.0669,0.15,0.0449,0.1639,0,0.1404,86,LOW,Authentic Content
MED-10591,Image,0.3126,0.8283,0.6666,45.745,0.2921,0.4566,0.5121,0.0,0.0,1,0.8424,23,HIGH,Deepfake Detected
MED-10592,Image,0.5985,0.2298,0.199,7.696,0.65,0.1175,0.1777,0.0,0.0,0,0.1483,93,LOW,Authentic Content
MED-10593,Image,0.082,0.665,0.7265,58.073,0.1214,0.7596,0.504,0.0,0.0,1,0.9696,11,HIGH,Deepfake Detected
MED-10594,Image,0.5209,0.8372,0.6027,31.296,0.2275,0.6505,0.6502,0.0,0.0,1,0.8738,15,CRITICAL,Deepfake Detected
MED-10595,Image,0.9001,0.1374,0.164,4.707,0.3117,0.1934,0.1438,0.0,0.0,0,0.0638,90,LOW,Authentic Content
MED-10596,Image,0.2299,0.9372,0.8795,32.807,0.2056,0.7331,0.681,0.0,0.0,1,0.944,6,CRITICAL,Deepfake Detected
MED-10597,Image,0.7169,0.1549,0.3534,8.484,0.6615,0.0939,0.1751,0.0,0.0,0,0.01,96,LOW,Authentic Content
MED-10598,Video,0.3441,0.6659,0.8828,33.685,0.2368,0.7985,0.605,0.1962,0.7027,1,0.973,5,HIGH,Deepfake Detected
MED-10599,Video,0.2867,0.5668,0.6767,28.091,0.1811,0.6759,0.7761,0.5125,0.6729,1,0.9759,11,HIGH,Deepfake Detected
MED-10600,Image,0.7358,0.5751,0.6907,55.958,0.0491,0.9597,0.5963,0.0,0.0,1,0.8404,14,CRITICAL,Deepfake Detected
MED-10601,Video,0.964,0.1174,0.152,8.729,0.2834,0.2012,0.2331,0.1561,0.2168,0,0.0356,86,LOW,Authentic Content
MED-10602,Video,0.5718,0.3471,0.1702,11.529,0.4015,0.0188,0.2731,0.1273,0.0921,0,0.1824,74,LOW,Authentic Content
MED-10603,Video,0.1059,0.6874,0.693,23.26,0.2669,0.4681,0.427,0.548,0.7245,1,0.778,25,HIGH,Deepfake Detected
MED-10604,Video,0.5413,0.7178,0.4442,12.065,0.1624,0.6895,0.445,0.424,0.7842,1,0.9063,8,HIGH,Deepfake Detected
MED-10605,Video,0.335,0.9467,0.8096,50.138,0.1989,0.4308,0.4624,0.8263,0.8911,1,0.9554,6,CRITICAL,Deepfake Detected
MED-10606,Image,0.2229,0.5114,0.7344,18.253,0.2465,0.7894,0.6193,0.0,0.0,1,0.7379,33,CRITICAL,Deepfake Detected
MED-10607,Video,0.3386,0.656,0.8146,39.341,0.1925,0.1824,0.4427,0.4146,0.7324,1,0.9772,5,HIGH,Deepfake Detected
MED-10608,Image,0.9106,0.0345,0.2374,14.305,0.5996,0.1323,0.2327,0.0,0.0,0,0.1649,80,LOW,Authentic Content
MED-10609,Image,0.7219,0.2386,0.231,10.455,0.5376,0.1514,0.136,0.0,0.0,0,0.0614,94,LOW,Authentic Content
MED-10610,Video,0.2369,0.742,0.6874,33.085,0.1695,0.6969,0.3543,0.3375,0.6045,1,0.8707,11,CRITICAL,Deepfake Detected
MED-10611,Image,0.7731,0.011,0.3692,9.678,0.5364,0.0985,0.0364,0.0,0.0,0,0.1485,80,LOW,Authentic Content
MED-10612,Video,0.2375,0.7047,0.6885,16.425,0.2029,0.8502,0.7452,0.9543,0.4339,1,0.99,5,CRITICAL,Deepfake Detected
MED-10613,Image,0.59,0.6285,0.8799,52.387,0.1663,0.5325,0.6947,0.0,0.0,1,0.9684,5,CRITICAL,Deepfake Detected
MED-10614,Image,0.7091,0.1209,0.3623,11.356,0.4742,0.0245,0.3056,0.0,0.0,0,0.1515,83,LOW,Authentic Content
MED-10615,Video,0.9135,0.225,0.1358,5.578,0.6577,0.0771,0.2044,0.0964,0.032,0,0.0915,91,LOW,Authentic Content
MED-10616,Video,0.3145,0.4956,0.8529,53.414,0.3094,0.5858,0.5231,0.4505,0.7462,1,0.9233,5,HIGH,Deepfake Detected
MED-10617,Video,0.259,0.574,0.8207,37.657,0.157,0.7196,0.491,0.5581,0.7182,1,0.8001,23,CRITICAL,Deepfake Detected
MED-10618,Image,0.142,0.6552,0.8312,59.042,0.1284,0.8727,0.5462,0.0,0.0,1,0.7614,25,CRITICAL,Deepfake Detected
MED-10619,Image,0.8286,0.1871,0.15,7.234,0.3731,0.154,0.1481,0.0,0.0,0,0.01,97,LOW,Authentic Content
MED-10620,Video,0.8267,0.1771,0.1684,7.961,0.4884,0.1019,0.2425,0.0532,0.0554,0,0.0126,99,LOW,Authentic Content
MED-10621,Video,0.0808,0.5335,0.7424,33.414,0.1188,0.7675,0.3955,0.7217,0.8027,1,0.762,19,CRITICAL,Deepfake Detected
MED-10622,Video,0.9525,0.1946,0.0101,8.118,0.4871,0.1427,0.1322,0.0833,0.0348,0,0.0933,85,LOW,Authentic Content
MED-10623,Image,0.8858,0.0,0.2514,9.929,0.6824,0.0,0.1476,0.0,0.0,0,0.0879,93,LOW,Authentic Content
MED-10624,Image,0.3099,0.5674,0.792,16.74,0.231,0.6953,0.5495,0.0,0.0,1,0.6865,23,HIGH,Deepfake Detected
MED-10625,Video,0.8207,0.1705,0.1594,10.535,0.3346,0.0982,0.2237,0.1267,0.2096,0,0.0565,99,LOW,Authentic Content
MED-10626,Image,0.4406,0.7738,0.6887,34.813,0.2895,0.6342,0.6792,0.0,0.0,1,0.8275,25,HIGH,Deepfake Detected
MED-10627,Image,0.6273,0.1015,0.1778,7.746,0.517,0.1484,0.1181,0.0,0.0,0,0.1576,86,LOW,Authentic Content
MED-10628,Video,0.4788,0.2315,0.1686,12.295,0.4874,0.0434,0.2299,0.1099,0.2813,0,0.0233,96,LOW,Authentic Content
MED-10629,Image,0.8712,0.2576,0.1216,14.715,0.5531,0.1963,0.2092,0.0,0.0,0,0.0332,95,LOW,Authentic Content
MED-10630,Image,0.0754,0.8795,0.6991,15.772,0.4635,0.5395,0.6962,0.0,0.0,1,0.6996,31,CRITICAL,Deepfake Detected
MED-10631,Video,0.1503,0.7433,0.562,37.649,0.1532,0.3709,0.4972,0.587,0.6828,1,0.7018,35,CRITICAL,Deepfake Detected
MED-10632,Image,0.5691,0.2901,0.128,9.645,0.3769,0.0643,0.2906,0.0,0.0,0,0.1019,94,LOW,Authentic Content
MED-10633,Image,0.615,0.2642,0.1313,10.686,0.5166,0.0792,0.0669,0.0,0.0,0,0.094,96,LOW,Authentic Content
MED-10634,Image,0.1261,0.7916,0.8903,40.366,0.079,0.4533,0.5929,0.0,0.0,1,0.8,27,CRITICAL,Deepfake Detected
MED-10635,Image,0.1068,0.7472,0.7367,29.752,0.1447,0.6965,0.6039,0.0,0.0,1,0.9712,8,CRITICAL,Deepfake Detected
MED-10636,Image,0.1398,0.7583,0.7084,55.028,0.0046,0.4224,0.6618,0.0,0.0,1,0.8514,19,CRITICAL,Deepfake Detected
MED-10637,Video,0.2903,0.7211,0.6814,51.911,0.2258,0.589,0.7389,0.5675,0.5581,1,0.8489,12,CRITICAL,Deepfake Detected
MED-10638,Image,0.5257,0.0721,0.2696,10.214,0.4846,0.0922,0.225,0.0,0.0,0,0.1144,94,LOW,Authentic Content
MED-10639,Image,0.8734,0.3095,0.0671,4.704,0.5527,0.1405,0.1121,0.0,0.0,0,0.0827,94,LOW,Authentic Content
MED-10640,Video,0.7491,0.246,0.0876,6.597,0.5086,0.0967,0.1827,0.1167,0.1097,0,0.076,85,LOW,Authentic Content
MED-10641,Image,0.978,0.1343,0.2356,9.413,0.399,0.0282,0.323,0.0,0.0,0,0.1648,73,LOW,Authentic Content
MED-10642,Video,0.2353,0.8189,0.5631,18.043,0.2642,0.3551,0.6097,0.7796,0.4823,1,0.7576,27,CRITICAL,Deepfake Detected
MED-10643,Image,0.9072,0.1169,0.1169,4.588,0.5999,0.2569,0.1555,0.0,0.0,0,0.052,94,LOW,Authentic Content
MED-10644,Video,0.6008,0.1394,0.0636,11.354,0.6962,0.1429,0.189,0.1123,0.0936,0,0.01,95,LOW,Authentic Content
MED-10645,Image,0.5826,0.016,0.2118,5.707,0.3603,0.0952,0.1418,0.0,0.0,0,0.07,88,LOW,Authentic Content
MED-10646,Image,0.4851,0.1299,0.0646,6.894,0.4524,0.1422,0.2247,0.0,0.0,0,0.045,92,LOW,Authentic Content
MED-10647,Image,0.4484,0.2523,0.0889,4.066,0.3027,0.085,0.207,0.0,0.0,0,0.0195,99,LOW,Authentic Content
MED-10648,Image,0.7633,0.1813,0.3547,8.523,0.5395,0.0621,0.1661,0.0,0.0,0,0.01,93,LOW,Authentic Content
MED-10649,Image,0.898,0.0932,0.1134,6.851,0.656,0.1287,0.1056,0.0,0.0,0,0.1418,92,LOW,Authentic Content
MED-10650,Video,0.278,0.8349,0.8738,44.366,0.17,0.436,0.5402,0.7007,0.5343,1,0.843,13,HIGH,Deepfake Detected
MED-10651,Video,0.6155,0.1036,0.1396,6.779,0.5316,0.0231,0.0844,0.1181,0.0722,0,0.1445,86,LOW,Authentic Content
MED-10652,Video,0.9117,0.0484,0.3052,7.457,0.5239,0.1213,0.1252,0.1039,0.2038,0,0.1067,89,LOW,Authentic Content
MED-10653,Video,0.2494,0.8249,0.8053,34.518,0.206,0.7268,0.4591,0.6503,0.3758,1,0.8983,11,CRITICAL,Deepfake Detected
MED-10654,Video,0.8353,0.1747,0.1841,7.606,0.3217,0.0599,0.2898,0.1214,0.2346,0,0.0177,98,LOW,Authentic Content
MED-10655,Image,0.8977,0.1765,0.2279,1.969,0.7171,0.0624,0.0306,0.0,0.0,0,0.0794,90,LOW,Authentic Content
MED-10656,Video,0.2669,0.942,0.8284,47.007,0.0,0.5167,0.4256,0.7006,0.7507,1,0.8858,14,HIGH,Deepfake Detected
MED-10657,Image,0.6237,0.0644,0.0722,6.707,0.4733,0.2013,0.1972,0.0,0.0,0,0.0256,99,LOW,Authentic Content
MED-10658,Video,0.1537,0.4236,0.7351,35.501,0.2034,0.6948,0.6151,0.6407,0.8303,1,0.8523,12,CRITICAL,Deepfake Detected
MED-10659,Image,0.7225,0.0836,0.0911,2.71,0.3923,0.1429,0.187,0.0,0.0,0,0.1468,85,LOW,Authentic Content
MED-10660,Image,0.9187,0.1564,0.0373,10.409,0.5823,0.0832,0.2303,0.0,0.0,0,0.07,97,LOW,Authentic Content
MED-10661,Image,0.5158,0.1542,0.1667,11.948,0.6103,0.1,0.1676,0.0,0.0,0,0.1092,86,LOW,Authentic Content
MED-10662,Image,0.164,0.4011,0.7125,43.54,0.0463,0.9844,0.583,0.0,0.0,1,0.6537,35,HIGH,Deepfake Detected
MED-10663,Image,0.4331,0.8528,0.5111,54.042,0.167,0.8412,0.5224,0.0,0.0,1,0.8769,9,HIGH,Deepfake Detected
MED-10664,Video,0.6972,0.2832,0.0876,7.599,0.5914,0.1251,0.2293,0.1683,0.1549,0,0.0919,83,LOW,Authentic Content
MED-10665,Video,0.3365,0.527,0.7052,44.57,0.1636,0.6897,0.5299,0.6276,0.7676,1,0.99,5,CRITICAL,Deepfake Detected
MED-10666,Image,0.3246,0.7357,0.5535,43.801,0.194,0.6257,0.6771,0.0,0.0,1,0.9732,5,CRITICAL,Deepfake Detected
MED-10667,Video,0.5102,0.6348,0.5859,49.515,0.1759,0.5205,0.6502,0.7301,0.5925,1,0.9733,5,CRITICAL,Deepfake Detected
MED-10668,Video,0.4663,0.0913,0.1283,7.025,0.4819,0.0718,0.2457,0.1695,0.1482,0,0.0862,87,LOW,Authentic Content
MED-10669,Video,0.858,0.0248,0.2165,5.241,0.3268,0.1652,0.1134,0.0831,0.208,0,0.01,92,LOW,Authentic Content
MED-10670,Video,0.7476,0.2771,0.2589,7.109,0.6703,0.1882,0.2082,0.0774,0.0616,0,0.0777,94,LOW,Authentic Content
MED-10671,Image,0.1325,0.8382,0.3277,43.711,0.0659,0.7299,0.5954,0.0,0.0,1,0.9136,15,HIGH,Deepfake Detected
MED-10672,Image,0.604,0.0982,0.0157,11.708,0.5905,0.0393,0.2207,0.0,0.0,0,0.0803,90,LOW,Authentic Content
MED-10673,Image,0.0047,0.469,0.4264,36.282,0.188,0.5179,0.6682,0.0,0.0,1,0.7038,28,CRITICAL,Deepfake Detected
MED-10674,Video,0.7919,0.2067,0.2811,10.569,0.5431,0.2111,0.2336,0.1652,0.1564,0,0.01,99,LOW,Authentic Content
MED-10675,Image,0.2317,0.6394,0.7041,33.909,0.106,0.693,0.6025,0.0,0.0,1,0.8888,18,HIGH,Deepfake Detected
MED-10676,Video,0.13,0.6789,0.4865,30.602,0.2408,0.7721,0.524,0.5784,0.6951,1,0.8281,17,CRITICAL,Deepfake Detected
MED-10677,Video,0.8879,0.1663,0.1912,10.352,0.6644,0.0306,0.1803,0.1223,0.1552,0,0.0804,94,LOW,Authentic Content
MED-10678,Video,0.0857,0.5085,0.5401,34.528,0.2164,0.6394,0.6111,0.4282,0.7892,1,0.7887,23,CRITICAL,Deepfake Detected
MED-10679,Video,0.1156,0.6351,0.9245,38.53,0.214,0.5009,0.4414,0.389,0.637,1,0.99,5,CRITICAL,Deepfake Detected
MED-10680,Image,0.7966,0.2,0.0486,8.858,0.5887,0.1591,0.1906,0.0,0.0,0,0.0106,96,LOW,Authentic Content
MED-10681,Image,0.3639,0.6356,0.8283,32.552,0.1699,0.5618,0.4097,0.0,0.0,1,0.7643,24,CRITICAL,Deepfake Detected
MED-10682,Image,0.9105,0.7226,0.8116,29.465,0.2253,0.6404,0.6838,0.0,0.0,1,0.7368,30,CRITICAL,Deepfake Detected
MED-10683,Image,0.2683,0.4986,0.747,58.617,0.0548,0.5539,0.6787,0.0,0.0,1,0.8835,18,HIGH,Deepfake Detected
MED-10684,Video,0.8125,0.0554,0.166,12.6,0.335,0.1572,0.0729,0.12,0.1187,0,0.1167,84,LOW,Authentic Content
MED-10685,Video,0.7494,0.1664,0.1803,7.429,0.6076,0.0977,0.1542,0.1455,0.0947,0,0.0476,85,LOW,Authentic Content
MED-10686,Image,0.8413,0.0848,0.194,4.344,0.7077,0.1681,0.1066,0.0,0.0,0,0.1408,90,LOW,Authentic Content
MED-10687,Image,0.7417,0.1309,0.144,9.965,0.5297,0.1111,0.1613,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-10688,Image,0.7411,0.3143,0.2157,9.741,0.3757,0.21,0.1677,0.0,0.0,0,0.1293,92,LOW,Authentic Content
MED-10689,Image,0.5156,0.0411,0.2187,11.679,0.4926,0.1173,0.1857,0.0,0.0,0,0.082,89,LOW,Authentic Content
MED-10690,Image,0.1468,0.5121,0.586,48.876,0.2302,0.6334,0.495,0.0,0.0,1,0.7678,31,HIGH,Deepfake Detected
MED-10691,Video,0.4038,0.5728,0.8091,66.371,0.2649,0.8762,0.6062,0.7942,0.5923,1,0.9296,5,CRITICAL,Deepfake Detected
MED-10692,Video,0.454,0.714,0.7117,39.064,0.1993,0.4951,0.5481,0.604,0.3637,1,0.9333,10,HIGH,Deepfake Detected
MED-10693,Image,0.73,0.1786,0.0663,1.511,0.4519,0.2281,0.3618,0.0,0.0,0,0.1899,80,LOW,Authentic Content
MED-10694,Image,0.2719,0.0672,0.0999,4.837,0.5505,0.1618,0.2314,0.0,0.0,0,0.0179,99,LOW,Authentic Content
MED-10695,Image,0.3533,0.4889,0.9425,44.514,0.1411,0.6484,0.5876,0.0,0.0,1,0.7772,25,CRITICAL,Deepfake Detected
MED-10696,Image,0.066,0.5449,0.5558,34.756,0.2315,0.4923,0.5572,0.0,0.0,1,0.9252,5,HIGH,Deepfake Detected
MED-10697,Image,0.5871,0.1321,0.2396,2.955,0.6633,0.1981,0.0401,0.0,0.0,0,0.0377,98,LOW,Authentic Content
MED-10698,Image,0.7943,0.0819,0.2877,5.501,0.6401,0.0731,0.1322,0.0,0.0,0,0.1291,90,LOW,Authentic Content
MED-10699,Image,0.8019,0.2024,0.1157,14.481,0.7054,0.1562,0.3089,0.0,0.0,0,0.0839,94,LOW,Authentic Content
MED-10700,Video,0.8601,0.0596,0.2541,11.51,0.5805,0.0875,0.0419,0.0752,0.1017,0,0.0612,96,LOW,Authentic Content
MED-10701,Image,0.7947,0.2298,0.1055,8.621,0.5741,0.1326,0.2366,0.0,0.0,0,0.106,82,LOW,Authentic Content
MED-10702,Image,0.8732,0.0915,0.223,3.161,0.5368,0.1343,0.2708,0.0,0.0,0,0.1869,75,LOW,Authentic Content
MED-10703,Image,0.2786,0.7618,0.8583,44.01,0.2534,0.6003,0.5012,0.0,0.0,1,0.7422,19,HIGH,Deepfake Detected
MED-10704,Video,0.4276,0.7064,0.9105,27.936,0.0862,0.715,0.5096,0.2132,0.5136,1,0.8189,17,CRITICAL,Deepfake Detected
MED-10705,Video,0.4252,0.4361,0.4256,30.418,0.1113,0.5626,0.6475,0.6007,0.6885,1,0.9813,10,CRITICAL,Deepfake Detected
MED-10706,Video,0.484,0.1847,0.1607,1.113,0.3294,0.1633,0.069,0.1374,0.1275,0,0.0698,92,LOW,Authentic Content
MED-10707,Image,0.2724,0.5246,0.8052,30.1,0.175,0.6119,0.5436,0.0,0.0,1,0.7699,17,HIGH,Deepfake Detected
MED-10708,Video,0.8191,0.1175,0.2004,12.113,0.3797,0.111,0.0614,0.0803,0.1221,0,0.0287,95,LOW,Authentic Content
MED-10709,Image,0.0561,0.592,0.511,36.475,0.2027,0.6337,0.2828,0.0,0.0,1,0.9001,6,CRITICAL,Deepfake Detected
MED-10710,Image,0.771,0.1785,0.36,4.51,0.5867,0.2392,0.2522,0.0,0.0,0,0.0347,97,LOW,Authentic Content
MED-10711,Image,0.5685,0.5175,0.8101,52.192,0.0782,0.6608,0.5736,0.0,0.0,1,0.8703,18,HIGH,Deepfake Detected
MED-10712,Image,0.1426,0.9621,0.7608,41.069,0.2191,0.6588,0.5799,0.0,0.0,1,0.9697,5,HIGH,Deepfake Detected
MED-10713,Video,0.2007,0.6632,0.6022,14.46,0.3619,0.7036,0.5534,0.8704,0.7212,1,0.9832,8,HIGH,Deepfake Detected
MED-10714,Image,0.4677,0.532,0.5949,25.252,0.0608,0.6734,0.7194,0.0,0.0,1,0.8315,13,CRITICAL,Deepfake Detected
MED-10715,Video,0.0615,0.7573,0.6611,20.529,0.2411,0.8765,0.5824,0.331,0.6523,1,0.8652,16,HIGH,Deepfake Detected
MED-10716,Image,0.7436,0.1993,0.1408,8.085,0.5248,0.1737,0.2473,0.0,0.0,0,0.0706,95,LOW,Authentic Content
MED-10717,Image,0.7667,0.0473,0.1115,10.198,0.5342,0.1435,0.211,0.0,0.0,0,0.1514,86,LOW,Authentic Content
MED-10718,Video,0.1838,0.9704,0.6379,29.486,0.1001,0.4273,0.4744,0.5886,0.7155,1,0.8229,27,CRITICAL,Deepfake Detected
MED-10719,Image,0.0646,0.5352,0.7683,39.02,0.243,0.6554,0.5159,0.0,0.0,1,0.8593,11,CRITICAL,Deepfake Detected
MED-10720,Image,0.3482,0.7124,0.8786,63.225,0.2002,0.7459,0.7044,0.0,0.0,1,0.8225,20,HIGH,Deepfake Detected
MED-10721,Video,0.3032,0.6001,0.5799,47.387,0.0793,0.5853,0.454,0.5376,0.6767,1,0.8094,15,CRITICAL,Deepfake Detected
MED-10722,Video,0.8835,0.2755,0.1927,2.863,0.5039,0.0684,0.2555,0.2286,0.15,0,0.01,97,LOW,Authentic Content
MED-10723,Image,0.5379,0.1949,0.0886,10.084,0.3557,0.2259,0.1381,0.0,0.0,0,0.0666,94,LOW,Authentic Content
MED-10724,Video,0.2067,0.811,0.6959,36.74,0.3679,0.802,0.4694,0.638,0.6497,1,0.8365,17,HIGH,Deepfake Detected
MED-10725,Image,0.052,0.6261,0.8447,48.219,0.0447,0.5421,0.472,0.0,0.0,1,0.8435,15,HIGH,Deepfake Detected
MED-10726,Video,0.2672,0.65,0.8817,40.824,0.1802,0.6785,0.4515,0.525,0.7005,1,0.8305,17,CRITICAL,Deepfake Detected
MED-10727,Video,0.4125,0.678,0.6596,32.993,0.0258,0.5881,0.6944,0.7034,0.5505,1,0.6596,35,CRITICAL,Deepfake Detected
MED-10728,Image,0.8574,0.1761,0.1722,6.159,0.5784,0.1318,0.2619,0.0,0.0,0,0.0169,96,LOW,Authentic Content
MED-10729,Video,0.9015,0.2501,0.1321,17.413,0.4684,0.2207,0.0987,0.0505,0.0788,0,0.0293,96,LOW,Authentic Content
MED-10730,Image,0.5279,0.052,0.2272,8.525,0.4604,0.0628,0.229,0.0,0.0,0,0.01,95,LOW,Authentic Content
MED-10731,Video,0.3521,0.7603,0.5327,45.846,0.2255,0.6615,0.5509,0.7932,0.5521,1,0.7726,23,CRITICAL,Deepfake Detected
MED-10732,Image,0.7986,0.1292,0.1968,3.056,0.5659,0.1864,0.2529,0.0,0.0,0,0.2095,71,LOW,Authentic Content
MED-10733,Image,0.8941,0.15,0.2705,8.015,0.7397,0.1602,0.2663,0.0,0.0,0,0.01,99,LOW,Authentic Content
MED-10734,Image,0.6819,0.1431,0.1893,1.305,0.4909,0.1835,0.2506,0.0,0.0,0,0.1059,85,LOW,Authentic Content
MED-10735,Video,0.4309,0.0562,0.3116,0.037,0.483,0.0392,0.2751,0.1002,0.1564,0,0.0564,90,LOW,Authentic Content
MED-10736,Image,0.5349,0.0288,0.2119,9.576,0.661,0.1153,0.1375,0.0,0.0,0,0.2127,82,LOW,Authentic Content
MED-10737,Video,0.2891,0.9244,0.8443,19.505,0.2172,0.4653,0.4434,0.4907,0.7291,1,0.7211,25,CRITICAL,Deepfake Detected
MED-10738,Image,0.5485,0.1606,0.1549,6.902,0.5103,0.1701,0.2269,0.0,0.0,0,0.11,90,LOW,Authentic Content
MED-10739,Video,0.4309,0.8084,0.7456,16.255,0.217,0.6325,0.7162,0.4991,0.6695,1,0.9622,5,HIGH,Deepfake Detected
MED-10740,Image,0.1725,0.3965,0.7978,31.198,0.2514,0.6849,0.5446,0.0,0.0,1,0.7281,33,CRITICAL,Deepfake Detected
MED-10741,Image,0.1631,0.7695,0.7635,25.117,0.1165,0.4595,0.5248,0.0,0.0,1,0.8472,11,HIGH,Deepfake Detected
MED-10742,Video,0.5667,0.7139,0.7222,41.445,0.0923,0.7721,0.7146,0.5846,0.6215,1,0.7758,18,CRITICAL,Deepfake Detected
MED-10743,Image,0.5426,0.791,0.9166,41.443,0.256,0.3756,0.6613,0.0,0.0,1,0.8492,7,CRITICAL,Deepfake Detected
MED-10744,Image,0.7175,0.6035,0.7456,51.954,0.1953,0.6833,0.6261,0.0,0.0,1,0.6745,31,HIGH,Deepfake Detected
MED-10745,Image,0.8931,0.0405,0.134,11.251,0.6482,0.1147,0.2548,0.0,0.0,0,0.0154,99,LOW,Authentic Content
MED-10746,Image,0.3962,0.705,0.661,53.766,0.2271,0.537,0.5839,0.0,0.0,1,0.7606,29,HIGH,Deepfake Detected
MED-10747,Image,0.0565,0.4522,0.7097,39.369,0.3815,0.9349,0.4968,0.0,0.0,1,0.9551,5,CRITICAL,Deepfake Detected
MED-10748,Image,0.8717,0.23,0.1408,3.027,0.245,0.0535,0.0744,0.0,0.0,0,0.1002,87,LOW,Authentic Content
MED-10749,Image,0.7819,0.068,0.1429,3.108,0.6366,0.1286,0.1339,0.0,0.0,0,0.0565,99,LOW,Authentic Content
MED-10750,Image,0.7699,0.1081,0.2093,12.049,0.2502,0.0525,0.1535,0.0,0.0,0,0.0798,91,LOW,Authentic Content
MED-10751,Video,0.6979,0.2005,0.3201,11.465,0.1578,0.2147,0.2636,0.2003,0.1942,0,0.1747,86,LOW,Authentic Content
MED-10752,Video,0.252,0.8845,0.5455,18.927,0.1207,0.7792,0.7696,0.785,0.8586,1,0.8419,18,CRITICAL,Deepfake Detected
MED-10753,Image,0.204,0.6054,0.4329,49.864,0.1705,0.8071,0.6266,0.0,0.0,1,0.8337,16,CRITICAL,Deepfake Detected
MED-10754,Image,0.4059,0.8981,0.6304,44.596,0.1229,0.6862,0.568,0.0,0.0,1,0.8715,17,HIGH,Deepfake Detected
MED-10755,Image,0.5337,0.7358,0.6653,54.472,0.2127,0.5701,0.5575,0.0,0.0,1,0.8272,24,HIGH,Deepfake Detected
MED-10756,Image,0.8853,0.2077,0.1306,6.119,0.3664,0.0525,0.1337,0.0,0.0,0,0.1155,86,LOW,Authentic Content
MED-10757,Video,0.1369,0.8152,0.6913,33.862,0.1149,0.5269,0.6184,0.3832,0.8492,1,0.7966,18,HIGH,Deepfake Detected
